Date,Target_x,TArget_y,Target_z,camRotation_x,camRotation_y,camRotation_z
1768,-9.16, 44.89, 17.80,13.55, 335.56, 0.00,
1769,-9.16, 44.89, 17.79,13.55, 335.51, 0.00,
1770,-9.16, 44.89, 17.77,13.55, 335.46, 0.00,
1771,-9.16, 44.89, 17.76,13.55, 335.46, 0.00,
1772,-9.16, 44.89, 17.75,13.55, 335.41, 0.00,
1773,-9.16, 44.89, 17.73,13.55, 335.41, 0.00,
1774,-9.16, 44.89, 17.72,13.60, 335.36, 0.00,
1775,-9.16, 44.89, 17.71,13.60, 335.36, 0.00,
1776,-9.16, 44.89, 17.70,13.60, 335.36, 0.00,
1777,-9.16, 44.89, 17.69,13.60, 335.31, 0.00,
1778,-9.16, 44.89, 17.68,13.60, 335.26, 0.00,
1779,-9.16, 44.89, 17.66,13.60, 335.26, 0.00,
1780,-9.16, 44.89, 17.65,13.60, 335.26, 0.00,
1781,-9.16, 44.89, 17.64,13.60, 335.21, 0.00,
1782,-9.16, 44.89, 17.63,13.60, 335.21, 0.00,
1783,-9.16, 44.89, 17.62,13.60, 335.16, 0.00,
1784,-9.16, 44.89, 17.61,13.60, 335.16, 0.00,
1785,-9.16, 44.89, 17.59,13.60, 335.11, 0.00,
1786,-9.16, 44.89, 17.58,13.60, 335.11, 0.00,
1787,-9.16, 44.89, 17.57,13.60, 335.06, 0.00,
1788,-9.16, 44.89, 17.55,13.60, 335.06, 0.00,
1789,-9.16, 44.89, 17.54,13.60, 335.06, 0.00,
1790,-9.16, 44.89, 17.53,13.60, 335.01, 0.00,
1791,-9.16, 44.89, 17.52,13.60, 335.01, 0.00,
1792,-9.16, 44.89, 17.51,13.60, 334.96, 0.00,
1793,-9.16, 44.89, 17.49,13.60, 334.96, 0.00,
1794,-9.16, 44.89, 17.48,13.60, 334.96, 0.00,
1795,-9.16, 44.89, 17.47,13.60, 334.91, 0.00,
1796,-9.16, 44.89, 17.46,13.60, 334.91, 0.00,
1797,-9.16, 44.89, 17.45,13.60, 334.91, 0.00,
1798,-9.16, 44.89, 17.44,13.60, 334.86, 0.00,
1799,-9.16, 44.89, 17.43,13.60, 334.86, 0.00,
1800,-9.16, 44.89, 17.41,13.60, 334.86, 0.00,
1801,-9.16, 44.89, 17.40,13.60, 334.86, 0.00,
1802,-9.16, 44.89, 17.39,13.60, 334.86, 0.00,
1803,-9.16, 44.89, 17.38,13.60, 334.81, 0.00,
1804,-9.16, 44.89, 17.36,13.60, 334.81, 0.00,
1805,-9.16, 44.89, 17.35,13.60, 334.76, 0.00,
1806,-9.16, 44.89, 17.34,13.60, 334.76, 0.00,
1807,-9.16, 44.89, 17.33,13.60, 334.76, 0.00,
1808,-9.16, 44.89, 17.32,13.60, 334.76, 0.00,
1809,-9.16, 44.89, 17.31,13.60, 334.76, 0.00,
1810,-9.16, 44.89, 17.30,13.60, 334.71, 0.00,
1811,-9.16, 44.89, 17.28,13.60, 334.71, 0.00,
1812,-9.16, 44.89, 17.27,13.60, 334.71, 0.00,
1813,-9.16, 44.89, 17.26,13.65, 334.66, 0.00,
1814,-9.16, 44.89, 17.24,13.65, 334.66, 0.00,
1815,-9.16, 44.89, 17.23,13.65, 334.66, 0.00,
1816,-9.16, 44.89, 17.22,13.65, 334.66, 0.00,
1817,-9.16, 44.89, 17.21,13.65, 334.66, 0.00,
1818,-9.16, 44.89, 17.20,13.65, 334.61, 0.00,
1819,-9.16, 44.89, 17.19,13.65, 334.61, 0.00,
1820,-9.16, 44.89, 17.17,13.65, 334.61, 0.00,
1821,-9.16, 44.89, 17.16,13.65, 334.56, 0.00,
1822,-9.16, 44.89, 17.15,13.65, 334.56, 0.00,
1823,-9.16, 44.89, 17.14,13.65, 334.56, 0.00,
1824,-9.16, 44.89, 17.13,13.65, 334.56, 0.00,
1825,-9.16, 44.89, 17.12,13.65, 334.56, 0.00,
1826,-9.16, 44.89, 17.11,13.65, 334.51, 0.00,
1827,-9.16, 44.89, 17.10,13.70, 334.51, 0.00,
1828,-9.16, 44.89, 17.08,13.70, 334.51, 0.00,
1829,-9.16, 44.89, 17.03,13.70, 334.51, 0.00,
1830,-9.16, 44.89, 17.01,13.70, 334.46, 0.00,
1831,-9.16, 44.89, 17.00,13.70, 334.46, 0.00,
1832,-9.16, 44.89, 16.99,13.70, 334.46, 0.00,
1833,-9.16, 44.89, 16.98,13.70, 334.46, 0.00,
1834,-9.16, 44.89, 16.96,13.70, 334.46, 0.00,
1835,-9.16, 44.89, 16.95,13.70, 334.46, 0.00,
1836,-9.16, 44.89, 16.94,13.70, 334.41, 0.00,
1837,-9.16, 44.89, 16.93,13.70, 334.41, 0.00,
1838,-9.16, 44.89, 16.92,13.70, 334.41, 0.00,
1839,-9.16, 44.89, 16.91,13.70, 334.41, 0.00,
1840,-9.16, 44.89, 16.90,13.70, 334.41, 0.00,
1841,-9.16, 44.89, 16.89,13.70, 334.41, 0.00,
1842,-9.16, 44.89, 16.87,13.70, 334.41, 0.00,
1843,-9.16, 44.89, 16.86,13.70, 334.41, 0.00,
1844,-9.16, 44.89, 16.85,13.70, 334.41, 0.00,
1845,-9.16, 44.89, 16.84,13.70, 334.41, 0.00,
1846,-9.16, 44.89, 16.83,13.70, 334.41, 0.00,
1847,-9.16, 44.89, 16.82,13.70, 334.41, 0.00,
1848,-9.16, 44.89, 16.81,13.70, 334.41, 0.00,
1849,-9.16, 44.89, 16.80,13.70, 334.41, 0.00,
1850,-9.16, 44.89, 16.79,13.70, 334.36, 0.00,
1851,-9.16, 44.89, 16.77,13.70, 334.36, 0.00,
1852,-9.16, 44.89, 16.76,13.70, 334.36, 0.00,
1853,-9.16, 44.89, 16.75,13.70, 334.36, 0.00,
1854,-9.16, 44.89, 16.74,13.70, 334.31, 0.00,
1855,-9.16, 44.89, 16.72,13.70, 334.31, 0.00,
1856,-9.16, 44.89, 16.71,13.70, 334.31, 0.00,
1857,-9.16, 44.89, 16.70,13.70, 334.31, 0.00,
1858,-9.16, 44.89, 16.69,13.70, 334.31, 0.00,
1859,-9.16, 44.89, 16.68,13.70, 334.31, 0.00,
1860,-9.16, 44.89, 16.67,13.70, 334.26, 0.00,
1861,-9.16, 44.89, 16.66,13.70, 334.26, 0.00,
1862,-9.16, 44.89, 16.65,13.75, 334.21, 0.00,
1863,-9.16, 44.89, 16.63,13.75, 334.21, 0.00,
1864,-9.16, 44.89, 16.62,13.75, 334.21, 0.00,
1865,-9.16, 44.89, 16.61,13.75, 334.21, 0.00,
1866,-9.16, 44.89, 16.60,13.75, 334.21, 0.00,
1867,-9.16, 44.89, 16.59,13.75, 334.16, 0.00,
1868,-9.16, 44.89, 16.57,13.75, 334.16, 0.00,
1869,-9.16, 44.89, 16.56,13.80, 334.11, 0.00,
1870,-9.16, 44.89, 16.55,13.80, 334.11, 0.00,
1871,-9.16, 44.89, 16.54,13.80, 334.11, 0.00,
1872,-9.16, 44.89, 16.53,13.80, 334.11, 0.00,
1873,-9.16, 44.89, 16.52,13.80, 334.06, 0.00,
1874,-9.16, 44.89, 16.50,13.80, 334.01, 0.00,
1875,-9.16, 44.89, 16.49,13.80, 334.01, 0.00,
1876,-9.16, 44.89, 16.48,13.80, 334.01, 0.00,
1877,-9.16, 44.89, 16.47,13.85, 333.96, 0.00,
1878,-9.16, 44.89, 16.45,13.85, 333.96, 0.00,
1879,-9.16, 44.89, 16.44,13.85, 333.96, 0.00,
1880,-9.16, 44.89, 16.43,13.85, 333.96, 0.00,
1881,-9.16, 44.89, 16.42,13.85, 333.91, 0.00,
1882,-9.16, 44.89, 16.41,13.85, 333.91, 0.00,
1883,-9.16, 44.89, 16.40,13.85, 333.91, 0.00,
1884,-9.16, 44.89, 16.38,13.85, 333.86, 0.00,
1885,-9.16, 44.89, 16.37,13.85, 333.86, 0.00,
1886,-9.16, 44.89, 16.36,13.90, 333.81, 0.00,
1887,-9.16, 44.89, 16.34,13.90, 333.81, 0.00,
1888,-9.16, 44.89, 16.33,13.90, 333.76, 0.00,
1889,-9.16, 44.89, 16.31,13.90, 333.76, 0.00,
1890,-9.16, 44.89, 16.30,13.90, 333.76, 0.00,
1891,-9.16, 44.89, 16.29,13.90, 333.76, 0.00,
1892,-9.16, 44.89, 16.28,13.90, 333.71, 0.00,
1893,-9.16, 44.89, 16.27,13.90, 333.71, 0.00,
1894,-9.16, 44.89, 16.26,13.90, 333.66, 0.00,
1895,-9.16, 44.89, 16.24,13.90, 333.66, 0.00,
1896,-9.16, 44.89, 16.23,13.95, 333.66, 0.00,
1897,-9.16, 44.89, 16.22,13.95, 333.66, 0.00,
1898,-9.16, 44.89, 16.21,13.95, 333.61, 0.00,
1899,-9.16, 44.89, 16.20,13.95, 333.61, 0.00,
1900,-9.16, 44.89, 16.19,13.95, 333.56, 0.00,
1901,-9.16, 44.89, 16.17,13.95, 333.56, 0.00,
1902,-9.16, 44.89, 16.16,13.95, 333.56, 0.00,
1903,-9.16, 44.89, 16.15,13.95, 333.56, 0.00,
1904,-9.16, 44.89, 16.14,14.00, 333.51, 0.00,
1905,-9.16, 44.89, 16.12,14.00, 333.51, 0.00,
1906,-9.16, 44.89, 16.11,14.00, 333.46, 0.00,
1907,-9.16, 44.89, 16.10,14.00, 333.46, 0.00,
1908,-9.16, 44.89, 16.09,14.00, 333.46, 0.00,
1909,-9.16, 44.89, 16.08,14.00, 333.46, 0.00,
1910,-9.16, 44.89, 16.07,14.00, 333.46, 0.00,
1911,-9.16, 44.89, 16.06,14.00, 333.41, 0.00,
1912,-9.16, 44.89, 16.04,14.00, 333.41, 0.00,
1913,-9.16, 44.89, 16.03,14.05, 333.41, 0.00,
1914,-9.16, 44.89, 16.02,14.05, 333.36, 0.00,
1915,-9.16, 44.89, 16.00,14.05, 333.36, 0.00,
1916,-9.16, 44.89, 15.99,14.05, 333.36, 0.00,
1917,-9.16, 44.89, 15.98,14.05, 333.36, 0.00,
1918,-9.16, 44.89, 15.97,14.05, 333.31, 0.00,
1919,-9.16, 44.89, 15.95,14.05, 333.31, 0.00,
1920,-9.16, 44.89, 15.94,14.05, 333.26, 0.00,
1921,-9.16, 44.89, 15.93,14.10, 333.26, 0.00,
1922,-9.16, 44.89, 15.92,14.10, 333.26, 0.00,
1923,-9.16, 44.89, 15.91,14.10, 333.26, 0.00,
1924,-9.16, 44.89, 15.90,14.10, 333.26, 0.00,
1925,-9.16, 44.89, 15.89,14.10, 333.21, 0.00,
1926,-9.16, 44.89, 15.87,14.10, 333.21, 0.00,
1927,-9.16, 44.89, 15.86,14.10, 333.21, 0.00,
1928,-9.16, 44.89, 15.85,14.10, 333.16, 0.00,
1929,-9.16, 44.89, 15.83,14.10, 333.16, 0.00,
1930,-9.16, 44.89, 15.82,14.10, 333.16, 0.00,
1931,-9.16, 44.89, 15.81,14.15, 333.16, 0.00,
1932,-9.16, 44.89, 15.80,14.15, 333.11, 0.00,
1933,-9.16, 44.89, 15.78,14.15, 333.11, 0.00,
1934,-9.16, 44.89, 15.77,14.15, 333.06, 0.00,
1935,-9.16, 44.89, 15.76,14.15, 333.06, 0.00,
1936,-9.16, 44.89, 15.74,14.15, 333.06, 0.00,
1937,-9.16, 44.89, 15.73,14.20, 333.01, 0.00,
1938,-9.16, 44.89, 15.69,14.20, 333.01, 0.00,
1939,-9.16, 44.89, 15.67,14.20, 333.01, 0.00,
1940,-9.16, 44.89, 15.66,14.20, 332.96, 0.00,
1941,-9.16, 44.89, 15.64,14.20, 332.96, 0.00,
1942,-9.16, 44.89, 15.63,14.20, 332.96, 0.00,
1943,-9.16, 44.89, 15.62,14.20, 332.96, 0.00,
1944,-9.16, 44.89, 15.61,14.20, 332.96, 0.00,
1945,-9.16, 44.89, 15.60,14.20, 332.91, 0.00,
1946,-9.16, 44.89, 15.59,14.25, 332.91, 0.00,
1947,-9.16, 44.89, 15.57,14.30, 332.86, 0.00,
1948,-9.16, 44.89, 15.51,14.30, 332.81, 0.00,
1949,-9.16, 44.89, 15.49,14.30, 332.81, 0.00,
1950,-9.16, 44.89, 15.48,14.30, 332.76, 0.00,
1951,-9.16, 44.89, 15.47,14.30, 332.76, 0.00,
1952,-9.16, 44.89, 15.46,14.30, 332.76, 0.00,
1953,-9.16, 44.89, 15.45,14.30, 332.76, 0.00,
1954,-9.16, 44.89, 15.44,14.35, 332.76, 0.00,
1955,-9.16, 44.89, 15.43,14.35, 332.71, 0.00,
1956,-9.16, 44.89, 15.41,14.35, 332.71, 0.00,
1957,-9.16, 44.89, 15.40,14.35, 332.71, 0.00,
1958,-9.16, 44.89, 15.39,14.40, 332.66, 0.00,
1959,-9.16, 44.89, 15.37,14.40, 332.66, 0.00,
1960,-9.16, 44.89, 15.36,14.40, 332.66, 0.00,
1961,-9.16, 44.89, 15.35,14.40, 332.66, 0.00,
1962,-9.16, 44.89, 15.34,14.40, 332.61, 0.00,
1963,-9.16, 44.89, 15.33,14.40, 332.61, 0.00,
1964,-9.16, 44.89, 15.32,14.40, 332.56, 0.00,
1965,-9.16, 44.89, 15.30,14.40, 332.56, 0.00,
1966,-9.16, 44.89, 15.29,14.45, 332.56, 0.00,
1967,-9.16, 44.89, 15.28,14.45, 332.56, 0.00,
1968,-9.16, 44.89, 15.27,14.45, 332.51, 0.00,
1969,-9.16, 44.89, 15.25,14.45, 332.51, 0.00,
1970,-9.16, 44.89, 15.24,14.50, 332.51, 0.00,
1971,-9.16, 44.89, 15.23,14.50, 332.46, 0.00,
1972,-9.16, 44.89, 15.21,14.50, 332.46, 0.00,
1973,-9.16, 44.89, 15.20,14.50, 332.46, 0.00,
1974,-9.16, 44.89, 15.19,14.50, 332.46, 0.00,
1975,-9.16, 44.89, 15.18,14.50, 332.41, 0.00,
1976,-9.16, 44.89, 15.16,14.55, 332.41, 0.00,
1977,-9.16, 44.89, 15.15,14.55, 332.41, 0.00,
1978,-9.16, 44.89, 15.14,14.55, 332.36, 0.00,
1979,-9.16, 44.89, 15.13,14.55, 332.36, 0.00,
1980,-9.16, 44.89, 15.12,14.55, 332.36, 0.00,
1981,-9.16, 44.89, 15.10,14.60, 332.31, 0.00,
1982,-9.16, 44.89, 15.09,14.60, 332.31, 0.00,
1983,-9.16, 44.89, 15.08,14.60, 332.31, 0.00,
1984,-9.16, 44.89, 15.07,14.60, 332.31, 0.00,
1985,-9.16, 44.89, 15.06,14.60, 332.26, 0.00,
1986,-9.16, 44.89, 15.04,14.60, 332.26, 0.00,
1987,-9.16, 44.89, 15.03,14.60, 332.26, 0.00,
1988,-9.16, 44.89, 15.02,14.65, 332.26, 0.00,
1989,-9.16, 44.89, 15.01,14.65, 332.21, 0.00,
1990,-9.16, 44.89, 15.00,14.65, 332.21, 0.00,
1991,-9.16, 44.89, 14.99,14.65, 332.16, 0.00,
1992,-9.16, 44.89, 14.97,14.70, 332.16, 0.00,
1993,-9.16, 44.89, 14.96,14.70, 332.16, 0.00,
1994,-9.16, 44.89, 14.95,14.70, 332.16, 0.00,
1995,-9.16, 44.89, 14.93,14.70, 332.11, 0.00,
1996,-9.16, 44.89, 14.92,14.70, 332.11, 0.00,
1997,-9.16, 44.89, 14.91,14.70, 332.11, 0.00,
1998,-9.16, 44.89, 14.90,14.70, 332.11, 0.00,
1999,-9.16, 44.89, 14.89,14.75, 332.06, 0.00,
2000,-9.16, 44.89, 14.87,14.75, 332.06, 0.00,
2001,-9.16, 44.89, 14.86,14.75, 332.06, 0.00,
2002,-9.16, 44.89, 14.85,14.75, 332.06, 0.00,
2003,-9.16, 44.89, 14.84,14.80, 332.06, 0.00,
2004,-9.16, 44.89, 14.83,14.80, 332.01, 0.00,
2005,-9.16, 44.89, 14.82,14.80, 332.01, 0.00,
2006,-9.16, 44.89, 14.80,14.80, 332.01, 0.00,
2007,-9.16, 44.89, 14.79,14.80, 331.96, 0.00,
2008,-9.16, 44.89, 14.78,14.80, 331.96, 0.00,
2009,-9.16, 44.89, 14.77,14.80, 331.96, 0.00,
2010,-9.16, 44.89, 14.76,14.80, 331.96, 0.00,
2011,-9.16, 44.89, 14.75,14.85, 331.91, 0.00,
2012,-9.16, 44.89, 14.73,14.85, 331.91, 0.00,
2013,-9.16, 44.89, 14.72,14.85, 331.91, 0.00,
2014,-9.16, 44.89, 14.71,14.85, 331.91, 0.00,
2015,-9.16, 44.89, 14.70,14.85, 331.91, 0.00,
2016,-9.16, 44.89, 14.69,14.85, 331.91, 0.00,
2017,-9.16, 44.89, 14.68,14.90, 331.86, 0.00,
2018,-9.16, 44.89, 14.66,14.90, 331.86, 0.00,
2019,-9.16, 44.89, 14.65,14.90, 331.86, 0.00,
2020,-9.16, 44.89, 14.64,14.90, 331.86, 0.00,
2021,-9.16, 44.89, 14.63,14.90, 331.86, 0.00,
2022,-9.16, 44.89, 14.62,14.90, 331.81, 0.00,
2023,-9.16, 44.89, 14.60,14.90, 331.81, 0.00,
2024,-9.16, 44.89, 14.59,14.95, 331.81, 0.00,
2025,-9.16, 44.89, 14.58,14.95, 331.76, 0.00,
2026,-9.16, 44.89, 14.56,14.95, 331.76, 0.00,
2027,-9.16, 44.89, 14.55,14.95, 331.76, 0.00,
2028,-9.16, 44.89, 14.54,15.00, 331.76, 0.00,
2029,-9.16, 44.89, 14.53,15.00, 331.76, 0.00,
2030,-9.16, 44.89, 14.52,15.00, 331.71, 0.00,
2031,-9.16, 44.89, 14.50,15.00, 331.71, 0.00,
2032,-9.16, 44.89, 14.49,15.00, 331.71, 0.00,
2033,-9.16, 44.89, 14.48,15.00, 331.71, 0.00,
2034,-9.16, 44.89, 14.47,15.00, 331.71, 0.00,
2035,-9.16, 44.89, 14.46,15.00, 331.66, 0.00,
2036,-9.16, 44.89, 14.44,15.05, 331.66, 0.00,
2037,-9.16, 44.89, 14.43,15.05, 331.66, 0.00,
2038,-9.16, 44.89, 14.42,15.05, 331.66, 0.00,
2039,-9.16, 44.89, 14.41,15.05, 331.66, 0.00,
2040,-9.16, 44.89, 14.40,15.10, 331.61, 0.00,
2041,-9.16, 44.89, 14.38,15.10, 331.61, 0.00,
2042,-9.16, 44.89, 14.37,15.10, 331.61, 0.00,
2043,-9.16, 44.89, 14.36,15.10, 331.61, 0.00,
2044,-9.16, 44.89, 14.35,15.10, 331.56, 0.00,
2045,-9.16, 44.89, 14.34,15.10, 331.56, 0.00,
2046,-9.16, 44.89, 14.33,15.10, 331.56, 0.00,
2047,-9.16, 44.89, 14.32,15.10, 331.56, 0.00,
2048,-9.16, 44.89, 14.31,15.15, 331.51, 0.00,
2049,-9.16, 44.89, 14.29,15.15, 331.51, 0.00,
2050,-9.16, 44.89, 14.28,15.20, 331.51, 0.00,
2051,-9.16, 44.89, 14.27,15.20, 331.46, 0.00,
2052,-9.16, 44.89, 14.25,15.20, 331.46, 0.00,
2053,-9.16, 44.89, 14.24,15.20, 331.46, 0.00,
2054,-9.16, 44.89, 14.23,15.20, 331.46, 0.00,
2055,-9.16, 44.89, 14.22,15.25, 331.46, 0.00,
2056,-9.16, 44.89, 14.21,15.25, 331.41, 0.00,
2057,-9.16, 44.89, 14.19,15.30, 331.41, 0.00,
2058,-9.16, 44.89, 14.18,15.30, 331.36, 0.00,
2059,-9.16, 44.89, 14.17,15.30, 331.36, 0.00,
2060,-9.16, 44.89, 14.15,15.30, 331.36, 0.00,
2061,-9.16, 44.89, 14.14,15.35, 331.36, 0.00,
2062,-9.16, 44.89, 14.13,15.35, 331.36, 0.00,
2063,-9.16, 44.89, 14.12,15.35, 331.31, 0.00,
2064,-9.16, 44.89, 14.10,15.40, 331.31, 0.00,
2065,-9.16, 44.89, 14.09,15.40, 331.26, 0.00,
2066,-9.16, 44.89, 14.08,15.40, 331.26, 0.00,
2067,-9.16, 44.89, 14.07,15.50, 331.21, 0.00,
2068,-9.16, 44.89, 14.01,15.50, 331.21, 0.00,
2069,-9.16, 44.89, 14.00,15.50, 331.16, 0.00,
2070,-9.16, 44.89, 13.98,15.55, 331.16, 0.00,
2071,-9.16, 44.89, 13.96,15.55, 331.16, 0.00,
2072,-9.16, 44.89, 13.95,15.60, 331.11, 0.00,
2073,-9.16, 44.89, 13.94,15.60, 331.11, 0.00,
2074,-9.16, 44.89, 13.93,15.60, 331.11, 0.00,
2075,-9.16, 44.89, 13.92,15.65, 331.11, 0.00,
2076,-9.16, 44.89, 13.91,15.65, 331.06, 0.00,
2077,-9.16, 44.89, 13.89,15.65, 331.06, 0.00,
2078,-9.16, 44.89, 13.88,15.70, 331.01, 0.00,
2079,-9.16, 44.89, 13.87,15.70, 331.01, 0.00,
2080,-9.16, 44.89, 13.86,15.75, 331.01, 0.00,
2081,-9.16, 44.89, 13.84,15.75, 331.01, 0.00,
2082,-9.16, 44.89, 13.83,15.75, 330.96, 0.00,
2083,-9.16, 44.89, 13.82,15.80, 330.96, 0.00,
2084,-9.16, 44.89, 13.80,15.80, 330.96, 0.00,
2085,-9.16, 44.89, 13.79,15.85, 330.91, 0.00,
2086,-9.16, 44.89, 13.78,15.85, 330.91, 0.00,
2087,-9.16, 44.89, 13.77,15.90, 330.86, 0.00,
2088,-9.16, 44.89, 13.75,15.90, 330.86, 0.00,
2089,-9.16, 44.89, 13.74,15.95, 330.86, 0.00,
2090,-9.16, 44.89, 13.73,15.95, 330.86, 0.00,
2091,-9.16, 44.89, 13.72,15.95, 330.81, 0.00,
2092,-9.16, 44.89, 13.71,16.00, 330.81, 0.00,
2093,-9.16, 44.89, 13.69,16.00, 330.76, 0.00,
2094,-9.16, 44.89, 13.68,16.05, 330.76, 0.00,
2095,-9.16, 44.89, 13.67,16.10, 330.71, 0.00,
2096,-9.16, 44.89, 13.65,16.10, 330.71, 0.00,
2097,-9.16, 44.89, 13.64,16.10, 330.71, 0.00,
2098,-9.16, 44.89, 13.63,16.15, 330.66, 0.00,
2099,-9.16, 44.89, 13.62,16.20, 330.66, 0.00,
2100,-9.16, 44.89, 13.61,16.20, 330.61, 0.00,
2101,-9.16, 44.89, 13.59,16.25, 330.61, 0.00,
2102,-9.16, 44.89, 13.58,16.30, 330.61, 0.00,
2103,-9.16, 44.89, 13.57,16.30, 330.56, 0.00,
2104,-9.16, 44.89, 13.55,16.30, 330.56, 0.00,
2105,-9.16, 44.89, 13.54,16.35, 330.51, 0.00,
2106,-9.16, 44.89, 13.53,16.40, 330.51, 0.00,
2107,-9.16, 44.89, 13.51,16.40, 330.51, 0.00,
2108,-9.16, 44.89, 13.50,16.40, 330.51, 0.00,
2109,-9.16, 44.89, 13.49,16.45, 330.46, 0.00,
2110,-9.16, 44.89, 13.48,16.45, 330.46, 0.00,
2111,-9.16, 44.89, 13.47,16.50, 330.41, 0.00,
2112,-9.16, 44.89, 13.45,16.50, 330.41, 0.00,
2113,-9.16, 44.89, 13.44,16.55, 330.41, 0.00,
2114,-9.16, 44.89, 13.43,16.55, 330.36, 0.00,
2115,-9.16, 44.89, 13.42,16.60, 330.36, 0.00,
2116,-9.16, 44.89, 13.40,16.60, 330.36, 0.00,
2117,-9.16, 44.89, 13.39,16.65, 330.31, 0.00,
2118,-9.16, 44.89, 13.37,16.65, 330.31, 0.00,
2119,-9.16, 44.89, 13.36,16.65, 330.31, 0.00,
2120,-9.16, 44.89, 13.35,16.65, 330.26, 0.00,
2121,-9.16, 44.89, 13.34,16.70, 330.26, 0.00,
2122,-9.16, 44.89, 13.32,16.70, 330.21, 0.00,
2123,-9.16, 44.89, 13.31,16.75, 330.21, 0.00,
2124,-9.16, 44.89, 13.30,16.75, 330.21, 0.00,
2125,-9.16, 44.89, 13.29,16.80, 330.21, 0.00,
2126,-9.16, 44.89, 13.27,16.80, 330.16, 0.00,
2127,-9.16, 44.89, 13.26,16.85, 330.11, 0.00,
2128,-9.16, 44.89, 13.24,16.85, 330.11, 0.00,
2129,-9.16, 44.89, 13.23,16.85, 330.11, 0.00,
2130,-9.16, 44.89, 13.22,16.85, 330.11, 0.00,
2131,-9.16, 44.89, 13.21,16.90, 330.06, 0.00,
2132,-9.16, 44.89, 13.20,16.90, 330.06, 0.00,
2133,-9.16, 44.89, 13.19,16.95, 330.01, 0.00,
2134,-9.16, 44.89, 13.17,16.95, 330.01, 0.00,
2135,-9.16, 44.89, 13.16,16.95, 330.01, 0.00,
2136,-9.16, 44.89, 13.15,17.00, 330.01, 0.00,
2137,-9.16, 44.89, 13.14,17.05, 329.96, 0.00,
2138,-9.16, 44.89, 13.12,17.05, 329.96, 0.00,
2139,-9.16, 44.89, 13.11,17.05, 329.96, 0.00,
2140,-9.16, 44.89, 13.10,17.05, 329.91, 0.00,
2141,-9.16, 44.89, 13.09,17.10, 329.91, 0.00,
2142,-9.16, 44.89, 13.08,17.15, 329.91, 0.00,
2143,-9.16, 44.89, 13.06,17.15, 329.86, 0.00,
2144,-9.16, 44.89, 13.05,17.15, 329.86, 0.00,
2145,-9.16, 44.89, 13.04,17.15, 329.86, 0.00,
2146,-9.16, 44.89, 13.03,17.20, 329.86, 0.00,
2147,-9.16, 44.89, 13.01,17.20, 329.81, 0.00,
2148,-9.16, 44.89, 13.00,17.20, 329.81, 0.00,
2149,-9.16, 44.89, 12.99,17.25, 329.81, 0.00,
2150,-9.16, 44.89, 12.97,17.25, 329.81, 0.00,
2151,-9.16, 44.89, 12.96,17.25, 329.76, 0.00,
2152,-9.16, 44.89, 12.95,17.25, 329.76, 0.00,
2153,-9.16, 44.89, 12.94,17.30, 329.76, 0.00,
2154,-9.16, 44.89, 12.92,17.35, 329.76, 0.00,
2155,-9.16, 44.89, 12.91,17.35, 329.71, 0.00,
2156,-9.16, 44.89, 12.90,17.35, 329.71, 0.00,
2157,-9.16, 44.89, 12.89,17.40, 329.71, 0.00,
2158,-9.16, 44.89, 12.87,17.40, 329.66, 0.00,
2159,-9.16, 44.89, 12.86,17.45, 329.66, 0.00,
2160,-9.16, 44.89, 12.85,17.45, 329.66, 0.00,
2161,-9.16, 44.89, 12.84,17.45, 329.66, 0.00,
2162,-9.16, 44.89, 12.82,17.45, 329.66, 0.00,
2163,-9.16, 44.89, 12.81,17.45, 329.61, 0.00,
2164,-9.16, 44.89, 12.80,17.50, 329.61, 0.00,
2165,-9.16, 44.89, 12.79,17.55, 329.61, 0.00,
2166,-9.16, 44.89, 12.77,17.55, 329.56, 0.00,
2167,-9.16, 44.89, 12.76,17.55, 329.56, 0.00,
2168,-9.16, 44.89, 12.75,17.55, 329.56, 0.00,
2169,-9.16, 44.89, 12.73,17.60, 329.56, 0.00,
2170,-9.16, 44.89, 12.72,17.65, 329.56, 0.00,
2171,-9.16, 44.89, 12.71,17.65, 329.51, 0.00,
2172,-9.16, 44.89, 12.69,17.65, 329.51, 0.00,
2173,-9.16, 44.89, 12.68,17.65, 329.46, 0.00,
2174,-9.16, 44.89, 12.67,17.70, 329.46, 0.00,
2175,-9.16, 44.89, 12.66,17.75, 329.46, 0.00,
2176,-9.16, 44.89, 12.65,17.75, 329.46, 0.00,
2177,-9.16, 44.89, 12.64,17.75, 329.46, 0.00,
2178,-9.16, 44.89, 12.62,17.75, 329.46, 0.00,
2179,-9.16, 44.89, 12.61,17.80, 329.46, 0.00,
2180,-9.16, 44.89, 12.60,17.80, 329.41, 0.00,
2181,-9.16, 44.89, 12.59,17.85, 329.41, 0.00,
2182,-9.16, 44.89, 12.57,17.85, 329.36, 0.00,
2183,-9.16, 44.89, 12.56,17.95, 329.36, 0.00,
2184,-9.16, 44.89, 12.50,17.95, 329.36, 0.00,
2185,-9.16, 44.89, 12.49,18.00, 329.31, 0.00,
2186,-9.16, 44.89, 12.47,18.00, 329.31, 0.00,
2187,-9.16, 44.89, 12.46,18.05, 329.31, 0.00,
2188,-9.16, 44.89, 12.45,18.05, 329.31, 0.00,
2189,-9.16, 44.89, 12.44,18.05, 329.26, 0.00,
2190,-9.16, 44.89, 12.42,18.05, 329.26, 0.00,
