Date,Target_x,TArget_y,Target_z,camRotation_x,camRotation_y,camRotation_z,DegreeError
99,1.20, 50.48, 22.76,46.95, 335.96, 0.00,78.0764030763297,
100,1.20, 50.48, 22.71,46.95, 335.96, 0.00,78.0764030763297,
101,1.20, 50.48, 22.67,46.95, 335.96, 0.00,78.0764030763297,
102,1.20, 50.48, 22.63,46.95, 335.96, 0.00,78.0764030763297,
103,1.20, 50.48, 22.58,46.95, 335.96, 0.00,78.0764030763297,
104,1.20, 50.48, 22.54,46.95, 335.96, 0.00,78.0764030763297,
105,1.20, 50.48, 22.48,46.95, 335.96, 0.00,78.0764030763297,
106,1.20, 50.48, 22.44,46.95, 335.96, 0.00,78.0764030763297,
107,1.20, 50.48, 22.39,46.95, 335.96, 0.00,78.0764030763297,
108,1.20, 50.48, 22.35,46.95, 335.96, 0.00,78.0764030763297,
109,1.20, 50.48, 22.30,46.95, 335.96, 0.00,78.0764030763297,
110,1.20, 50.48, 22.26,46.95, 335.96, 0.00,78.0764030763297,
111,1.20, 50.48, 22.21,46.95, 335.96, 0.00,78.0764030763297,
112,1.20, 50.48, 22.16,46.95, 335.96, 0.00,78.0764030763297,
113,1.20, 50.48, 22.08,46.95, 335.96, 0.00,78.0764030763297,
114,1.20, 50.48, 22.02,46.95, 335.96, 0.00,78.0764030763297,
115,1.20, 50.48, 21.91,46.95, 335.96, 0.00,78.0764030763297,
116,1.20, 50.48, 21.87,46.95, 335.96, 0.00,78.0764030763297,
117,1.20, 50.48, 21.82,46.95, 335.96, 0.00,78.0764030763297,
118,1.20, 50.48, 21.77,46.95, 335.96, 0.00,78.0764030763297,
119,1.20, 50.48, 21.73,46.95, 335.96, 0.00,78.0764030763297,
120,1.20, 50.48, 21.69,46.95, 335.96, 0.00,78.0764030763297,
121,1.20, 50.48, 21.64,46.95, 335.96, 0.00,78.0764030763297,
122,1.20, 50.48, 21.60,46.95, 335.96, 0.00,78.0764030763297,
123,1.20, 50.48, 21.55,46.95, 335.96, 0.00,78.0764030763297,
124,1.20, 50.48, 21.51,46.95, 335.96, 0.00,78.0764030763297,
125,1.20, 50.48, 21.45,46.95, 335.96, 0.00,78.0764030763297,
126,1.20, 50.48, 21.41,46.95, 335.96, 0.00,78.0764030763297,
127,1.20, 50.48, 21.37,46.95, 335.96, 0.00,78.0764030763297,
128,1.20, 50.48, 21.33,46.95, 335.96, 0.00,78.0764030763297,
129,1.20, 50.48, 21.28,46.95, 335.96, 0.00,78.0764030763297,
130,1.20, 50.48, 21.24,46.95, 335.96, 0.00,78.0764030763297,
131,1.20, 50.48, 21.18,46.95, 335.96, 0.00,78.0764030763297,
132,1.20, 50.48, 21.14,46.95, 335.96, 0.00,78.0764030763297,
133,1.20, 50.48, 21.09,46.95, 335.96, 0.00,78.0764030763297,
134,1.20, 50.48, 21.05,46.95, 335.96, 0.00,78.0764030763297,
135,1.20, 50.48, 21.00,46.95, 335.96, 0.00,78.0764030763297,
136,1.20, 50.48, 20.96,46.95, 335.96, 0.00,78.0764030763297,
137,1.20, 50.48, 20.92,46.95, 335.96, 0.00,78.0764030763297,
138,1.20, 50.48, 20.87,46.95, 335.96, 0.00,78.0764030763297,
139,1.20, 50.48, 20.82,46.95, 335.96, 0.00,78.0764030763297,
140,1.20, 50.48, 20.77,46.95, 335.96, 0.00,78.0764030763297,
141,1.20, 50.48, 20.73,46.95, 335.96, 0.00,78.0764030763297,
142,1.20, 50.48, 20.68,46.95, 335.96, 0.00,78.0764030763297,
143,1.20, 50.48, 20.63,46.95, 335.96, 0.00,78.0764030763297,
144,1.20, 50.48, 20.59,46.95, 335.96, 0.00,78.0764030763297,
145,1.20, 50.48, 20.55,46.95, 335.96, 0.00,78.0764030763297,
146,1.20, 50.48, 20.49,46.90, 335.96, 0.00,77.895034259349,
147,1.20, 50.48, 20.36,46.75, 335.96, 0.00,77.3525861401645,
148,1.20, 50.48, 20.31,46.50, 336.01, 0.00,76.4064250394141,
149,1.20, 50.48, 20.24,46.30, 336.01, 0.00,75.6910050629515,
150,1.20, 50.48, 20.19,46.00, 336.11, 0.00,74.5205670206667,
151,1.20, 50.48, 20.12,45.70, 336.16, 0.00,73.4059320962887,
152,1.20, 50.48, 20.06,45.40, 336.21, 0.00,72.2977353531828,
153,1.20, 50.48, 19.99,45.05, 336.26, 0.00,71.0246235523508,
154,1.20, 50.48, 19.93,44.40, 336.41, 0.00,68.6129623336974,
155,1.20, 50.48, 19.84,44.00, 336.46, 0.00,67.2082589108954,
156,1.20, 50.48, 19.78,43.55, 336.51, 0.00,65.6625840579135,
157,1.20, 50.48, 19.73,43.10, 336.61, 0.00,64.0642387852749,
158,1.20, 50.48, 19.68,42.70, 336.66, 0.00,62.7287773571205,
159,1.20, 50.48, 19.62,42.30, 336.76, 0.00,61.3299098923433,
160,1.20, 50.48, 19.58,42.00, 336.81, 0.00,60.3382897017316,
161,1.20, 50.48, 19.53,41.50, 336.91, 0.00,58.6844933298796,
162,1.20, 50.48, 19.47,41.25, 336.96, 0.00,57.8712012661496,
163,1.20, 50.48, 19.42,40.70, 337.11, 0.00,56.0367303846619,
164,1.20, 50.48, 19.35,40.10, 337.26, 0.00,54.1109697847823,
165,1.20, 50.48, 19.28,39.25, 337.51, 0.00,51.3967462015641,
166,1.20, 50.48, 19.18,38.35, 337.71, 0.00,48.7806374934118,
167,1.20, 50.48, 19.09,37.35, 337.86, 0.00,46.186682891063,
168,1.20, 50.48, 19.01,36.65, 337.96, 0.00,44.479682609016,
169,1.20, 50.48, 18.95,34.85, 338.16, 0.00,40.5672300353926,
170,1.20, 50.48, 18.84,34.15, 338.26, 0.00,39.1248399640271,
171,1.20, 50.48, 18.80,33.45, 338.31, 0.00,37.8584185218614,
172,1.20, 50.48, 18.75,32.85, 338.36, 0.00,36.8071042303406,
173,1.20, 50.48, 18.71,32.30, 338.41, 0.00,35.8729582934083,
174,1.20, 50.48, 18.68,31.55, 338.51, 0.00,34.5883586784829,
175,1.20, 50.48, 18.64,31.00, 338.56, 0.00,33.7357862822621,
176,1.20, 50.48, 18.60,30.30, 338.71, 0.00,32.5171963931877,
177,1.20, 50.48, 18.56,29.60, 338.81, 0.00,31.4541326095234,
178,1.20, 50.48, 18.51,28.95, 338.91, 0.00,30.4953848386704,
179,1.20, 50.48, 18.45,28.15, 339.11, 0.00,29.2153934271953,
180,1.20, 50.48, 18.41,27.55, 339.26, 0.00,28.2954280001861,
181,1.20, 50.48, 18.37,27.15, 339.36, 0.00,27.7004244390586,
182,1.20, 50.48, 18.33,26.40, 339.56, 0.00,26.5983959256347,
183,1.20, 50.48, 18.29,26.00, 339.71, 0.00,25.9466302363675,
184,1.20, 50.48, 18.25,25.50, 339.86, 0.00,25.2241507965886,
185,1.20, 50.48, 18.21,25.10, 339.96, 0.00,24.6991617858644,
186,1.20, 50.48, 18.16,24.55, 340.16, 0.00,23.8795690479485,
187,1.20, 50.48, 18.12,23.90, 340.36, 0.00,23.0106325078687,
188,1.20, 50.48, 18.08,23.45, 340.56, 0.00,22.3139999816178,
189,1.20, 50.48, 18.04,22.85, 340.76, 0.00,21.5327895535105,
190,1.20, 50.48, 17.99,22.40, 340.91, 0.00,20.9638672186203,
191,1.20, 50.48, 17.95,21.95, 341.06, 0.00,20.4090288652896,
192,1.20, 50.48, 17.91,21.35, 341.26, 0.00,19.6904345915464,
193,1.20, 50.48, 17.85,20.75, 341.46, 0.00,18.9951818937231,
194,1.20, 50.48, 17.81,20.25, 341.61, 0.00,18.4618300122083,
195,1.20, 50.48, 17.77,19.80, 341.71, 0.00,18.0541544534452,
196,1.20, 50.48, 17.73,19.20, 341.91, 0.00,17.4135496494775,
197,1.20, 50.48, 17.69,18.85, 342.01, 0.00,17.0772203643246,
198,1.20, 50.48, 17.65,18.35, 342.16, 0.00,16.595755030172,
199,1.20, 50.48, 17.61,17.85, 342.31, 0.00,16.126932383318,
200,1.20, 50.48, 17.56,17.45, 342.46, 0.00,15.7118532020219,
201,1.20, 50.48, 17.52,16.95, 342.61, 0.00,15.2652488428532,
202,1.20, 50.48, 17.48,16.55, 342.71, 0.00,14.9481535894855,
203,1.20, 50.48, 17.44,15.70, 342.96, 0.00,14.2372131556303,
204,1.20, 50.48, 17.35,15.40, 343.06, 0.00,13.9752834505503,
205,1.20, 50.48, 17.31,15.10, 343.16, 0.00,13.7172722622889,
206,1.20, 50.48, 17.26,14.85, 343.16, 0.00,13.6332149387669,
207,1.20, 50.48, 17.22,14.50, 343.26, 0.00,13.3651405279994,
208,1.20, 50.48, 17.15,14.25, 343.26, 0.00,13.2846913201716,
209,1.20, 50.48, 17.10,14.15, 343.31, 0.00,13.1772810257668,
210,1.20, 50.48, 17.04,14.10, 343.31, 0.00,13.1614978265697,
211,1.20, 50.48, 17.00,14.05, 343.31, 0.00,13.1457561421499,
212,1.20, 50.48, 16.96,14.05, 343.31, 0.00,13.1457561421499,
213,1.20, 50.48, 16.92,14.05, 343.31, 0.00,13.1457561421499,
214,1.20, 50.48, 16.89,14.05, 343.31, 0.00,13.1457561421499,
215,1.20, 50.48, 16.85,14.05, 343.31, 0.00,13.1457561421499,
216,1.20, 50.48, 16.80,14.05, 343.31, 0.00,13.1457561421499,
217,1.20, 50.48, 16.76,14.05, 343.31, 0.00,13.1457561421499,
218,1.20, 50.48, 16.73,14.05, 343.31, 0.00,13.1457561421499,
219,1.20, 50.48, 16.69,14.05, 343.31, 0.00,13.1457561421499,
220,1.20, 50.48, 16.65,14.05, 343.31, 0.00,13.1457561421499,
221,1.20, 50.48, 16.61,14.05, 343.31, 0.00,13.1457561421499,
222,1.20, 50.48, 16.58,14.05, 343.31, 0.00,13.1457561421499,
223,1.20, 50.48, 16.54,14.05, 343.31, 0.00,13.1457561421499,
224,1.20, 50.48, 16.49,14.05, 343.31, 0.00,13.1457561421499,
225,1.20, 50.48, 16.45,14.05, 343.31, 0.00,13.1457561421499,
226,1.20, 50.48, 16.41,14.05, 343.31, 0.00,13.1457561421499,
227,1.20, 50.48, 16.38,14.05, 343.31, 0.00,13.1457561421499,
228,1.20, 50.48, 16.34,14.05, 343.31, 0.00,13.1457561421499,
229,1.20, 50.48, 16.29,14.05, 343.31, 0.00,13.1457561421499,
230,1.20, 50.48, 16.25,14.05, 343.31, 0.00,13.1457561421499,
231,1.20, 50.48, 16.21,14.05, 343.31, 0.00,13.1457561421499,
232,1.20, 50.48, 16.16,14.05, 343.31, 0.00,13.1457561421499,
233,1.20, 50.48, 16.11,14.05, 343.31, 0.00,13.1457561421499,
234,1.20, 50.48, 16.06,14.05, 343.31, 0.00,13.1457561421499,
235,1.20, 50.48, 16.02,14.05, 343.31, 0.00,13.1457561421499,
236,1.20, 50.48, 15.98,14.05, 343.31, 0.00,13.1457561421499,
237,1.20, 50.48, 15.93,14.05, 343.31, 0.00,13.1457561421499,
238,1.20, 50.48, 15.80,14.05, 343.31, 0.00,13.1457561421499,
239,1.20, 50.48, 15.76,14.05, 343.31, 0.00,13.1457561421499,
240,1.20, 50.48, 15.72,14.05, 343.31, 0.00,13.1457561421499,
241,1.20, 50.48, 15.67,14.05, 343.31, 0.00,13.1457561421499,
242,1.20, 50.48, 15.63,14.05, 343.31, 0.00,13.1457561421499,
243,1.20, 50.48, 15.59,14.05, 343.31, 0.00,13.1457561421499,
244,1.20, 50.48, 15.55,14.05, 343.31, 0.00,13.1457561421499,
245,1.20, 50.48, 15.51,14.05, 343.31, 0.00,13.1457561421499,
246,1.20, 50.48, 15.45,14.05, 343.31, 0.00,13.1457561421499,
247,1.20, 50.48, 15.41,14.05, 343.31, 0.00,13.1457561421499,
248,1.20, 50.48, 15.37,14.05, 343.31, 0.00,13.1457561421499,
249,1.20, 50.48, 15.33,14.05, 343.31, 0.00,13.1457561421499,
250,1.20, 50.48, 15.29,14.05, 343.31, 0.00,13.1457561421499,
251,1.20, 50.48, 15.25,14.05, 343.31, 0.00,13.1457561421499,
252,1.20, 50.48, 15.22,14.05, 343.31, 0.00,13.1457561421499,
253,1.20, 50.48, 15.16,14.05, 343.31, 0.00,13.1457561421499,
254,1.20, 50.48, 15.12,14.05, 343.31, 0.00,13.1457561421499,
255,1.20, 50.48, 15.07,14.05, 343.31, 0.00,13.1457561421499,
256,1.20, 50.48, 15.03,14.05, 343.31, 0.00,13.1457561421499,
257,1.20, 50.48, 15.00,14.05, 343.31, 0.00,13.1457561421499,
258,1.20, 50.48, 14.96,14.05, 343.31, 0.00,13.1457561421499,
259,1.20, 50.48, 14.92,14.05, 343.31, 0.00,13.1457561421499,
260,1.20, 50.48, 14.89,14.05, 343.31, 0.00,13.1457561421499,
261,1.20, 50.48, 14.85,14.05, 343.31, 0.00,13.1457561421499,
262,1.20, 50.48, 14.80,14.05, 343.31, 0.00,13.1457561421499,
263,1.20, 50.48, 14.76,14.05, 343.31, 0.00,13.1457561421499,
264,1.20, 50.48, 14.72,14.05, 343.31, 0.00,13.1457561421499,
265,1.20, 50.48, 14.68,14.05, 343.31, 0.00,13.1457561421499,
266,1.20, 50.48, 14.64,14.05, 343.31, 0.00,13.1457561421499,
267,1.20, 50.48, 14.60,14.05, 343.31, 0.00,13.1457561421499,
268,1.20, 50.48, 14.57,14.05, 343.31, 0.00,13.1457561421499,
269,1.20, 50.48, 14.52,14.05, 343.31, 0.00,13.1457561421499,
270,1.20, 50.48, 14.48,14.05, 343.31, 0.00,13.1457561421499,
271,1.20, 50.48, 14.44,14.05, 343.31, 0.00,13.1457561421499,
272,1.20, 50.48, 14.40,14.05, 343.31, 0.00,13.1457561421499,
273,1.20, 50.48, 14.30,14.05, 343.31, 0.00,13.1457561421499,
274,1.20, 50.48, 14.26,14.05, 343.31, 0.00,13.1457561421499,
275,1.20, 50.48, 14.22,14.05, 343.31, 0.00,13.1457561421499,
276,1.20, 50.48, 14.17,14.05, 343.31, 0.00,13.1457561421499,
277,1.20, 50.48, 14.11,14.05, 343.31, 0.00,13.1457561421499,
278,1.20, 50.48, 14.05,14.05, 343.31, 0.00,13.1457561421499,
279,1.20, 50.48, 14.01,14.05, 343.31, 0.00,13.1457561421499,
280,1.20, 50.48, 13.97,14.05, 343.31, 0.00,13.1457561421499,
281,1.20, 50.48, 13.93,14.05, 343.31, 0.00,13.1457561421499,
282,1.20, 50.48, 13.90,14.05, 343.31, 0.00,13.1457561421499,
283,1.20, 50.48, 13.84,14.05, 343.31, 0.00,13.1457561421499,
284,1.20, 50.48, 13.80,14.05, 343.31, 0.00,13.1457561421499,
285,1.20, 50.48, 13.76,14.05, 343.31, 0.00,13.1457561421499,
286,1.20, 50.48, 13.73,14.05, 343.31, 0.00,13.1457561421499,
287,1.20, 50.48, 13.69,14.05, 343.31, 0.00,13.1457561421499,
288,1.20, 50.48, 13.66,14.05, 343.31, 0.00,13.1457561421499,
289,1.20, 50.48, 13.62,14.05, 343.31, 0.00,13.1457561421499,
290,1.20, 50.48, 13.59,14.05, 343.31, 0.00,13.1457561421499,
291,1.20, 50.48, 13.56,14.05, 343.31, 0.00,13.1457561421499,
292,1.20, 50.48, 13.52,14.05, 343.31, 0.00,13.1457561421499,
293,1.20, 50.48, 13.48,14.05, 343.31, 0.00,13.1457561421499,
294,1.20, 50.48, 13.44,14.05, 343.31, 0.00,13.1457561421499,
295,1.20, 50.48, 13.41,14.05, 343.31, 0.00,13.1457561421499,
296,1.20, 50.48, 13.37,14.05, 343.31, 0.00,13.1457561421499,
297,1.20, 50.48, 13.33,14.05, 343.31, 0.00,13.1457561421499,
298,1.20, 50.48, 13.30,14.05, 343.31, 0.00,13.1457561421499,
299,1.20, 50.48, 13.20,14.05, 343.31, 0.00,13.1457561421499,
300,1.20, 50.48, 13.14,14.05, 343.31, 0.00,13.1457561421499,
301,1.20, 50.48, 13.09,14.05, 343.31, 0.00,13.1457561421499,
302,1.20, 50.48, 13.05,14.05, 343.31, 0.00,13.1457561421499,
303,1.20, 50.48, 13.02,14.05, 343.31, 0.00,13.1457561421499,
304,1.20, 50.48, 12.98,14.05, 343.31, 0.00,13.1457561421499,
305,1.20, 50.48, 12.95,14.05, 343.31, 0.00,13.1457561421499,
306,1.20, 50.48, 12.91,14.05, 343.31, 0.00,13.1457561421499,
307,1.20, 50.48, 12.87,14.05, 343.31, 0.00,13.1457561421499,
308,1.20, 50.48, 12.78,14.05, 343.31, 0.00,13.1457561421499,
309,1.20, 50.48, 12.73,14.05, 343.31, 0.00,13.1457561421499,
310,1.20, 50.48, 12.69,14.05, 343.31, 0.00,13.1457561421499,
311,1.20, 50.48, 12.66,14.05, 343.31, 0.00,13.1457561421499,
312,1.20, 50.48, 12.63,14.05, 343.31, 0.00,13.1457561421499,
313,1.20, 50.48, 12.59,14.05, 343.31, 0.00,13.1457561421499,
314,1.20, 50.48, 12.56,14.05, 343.31, 0.00,13.1457561421499,
315,1.20, 50.48, 12.49,14.05, 343.31, 0.00,13.1457561421499,
316,1.20, 50.48, 12.44,14.05, 343.31, 0.00,13.1457561421499,
317,1.20, 50.48, 12.40,14.05, 343.31, 0.00,13.1457561421499,
318,1.20, 50.48, 12.36,14.05, 343.31, 0.00,13.1457561421499,
319,1.20, 50.48, 12.33,14.05, 343.31, 0.00,13.1457561421499,
320,1.20, 50.48, 12.28,14.05, 343.31, 0.00,13.1457561421499,
321,1.20, 50.48, 12.25,14.05, 343.31, 0.00,13.1457561421499,
322,1.20, 50.48, 12.21,14.05, 343.31, 0.00,13.1457561421499,
323,1.20, 50.48, 12.18,14.05, 343.31, 0.00,13.1457561421499,
324,1.20, 50.48, 12.12,14.05, 343.31, 0.00,13.1457561421499,
325,1.20, 50.48, 12.08,14.05, 343.31, 0.00,13.1457561421499,
326,1.20, 50.48, 12.04,14.05, 343.31, 0.00,13.1457561421499,
327,1.20, 50.48, 12.00,14.05, 343.31, 0.00,13.1457561421499,
328,1.20, 50.48, 11.97,14.05, 343.31, 0.00,13.1457561421499,
329,1.20, 50.48, 11.93,14.05, 343.31, 0.00,13.1457561421499,
330,1.20, 50.48, 11.88,14.05, 343.31, 0.00,13.1457561421499,
331,1.20, 50.48, 11.83,14.05, 343.31, 0.00,13.1457561421499,
332,1.20, 50.48, 11.80,14.05, 343.31, 0.00,13.1457561421499,
333,1.20, 50.48, 11.76,14.05, 343.31, 0.00,13.1457561421499,
334,1.20, 50.44, 11.76,14.05, 343.31, 0.00,13.1467202850568,
335,1.20, 50.40, 11.76,14.05, 343.31, 0.00,13.1478269308505,
336,1.20, 50.37, 11.76,14.05, 343.31, 0.00,13.1487279857938,
337,1.20, 50.33, 11.76,14.05, 343.31, 0.00,13.1496870304814,
338,1.20, 50.30, 11.76,14.05, 343.31, 0.00,13.1505671322192,
339,1.20, 50.27, 11.76,14.05, 343.31, 0.00,13.1514870610172,
340,1.20, 50.22, 11.76,14.05, 343.31, 0.00,13.1527004922033,
341,1.20, 50.18, 11.76,14.05, 343.31, 0.00,13.1539966597075,
342,1.20, 50.14, 11.76,14.05, 343.31, 0.00,13.1550266241352,
343,1.20, 50.10, 11.76,14.05, 343.31, 0.00,13.156063777315,
344,1.20, 50.06, 11.76,14.05, 343.31, 0.00,13.1571294850151,
345,1.20, 49.97, 11.76,14.05, 343.31, 0.00,13.1596561770292,
346,1.20, 49.93, 11.76,14.05, 343.31, 0.00,13.160770162549,
347,1.20, 49.87, 11.76,14.05, 343.31, 0.00,13.1622950275103,
348,1.20, 49.83, 11.76,14.05, 343.31, 0.00,13.1633951370455,
349,1.20, 49.80, 11.76,14.05, 343.31, 0.00,13.1644718432946,
350,1.20, 49.75, 11.76,14.05, 343.31, 0.00,13.1656278454694,
351,1.20, 49.72, 11.76,14.05, 343.31, 0.00,13.1666178981167,
352,1.20, 49.68, 11.76,14.05, 343.31, 0.00,13.1676536552834,
353,1.20, 49.65, 11.76,14.05, 343.31, 0.00,13.1686164097938,
354,1.20, 49.60, 11.76,14.05, 343.31, 0.00,13.1698552177385,
355,1.20, 49.57, 11.76,14.05, 343.31, 0.00,13.1708756656835,
356,1.20, 49.52, 11.76,14.05, 343.31, 0.00,13.1722822931163,
